Usuario,Categorias,Numero_articulos,Fecha,Precio,Valoracion,Comentarios,Proveedores
239,Juguetes,9,2019-03-14 12:24:45.419609,364.87,4.1,justo lo que esperaba,Playmobile
420,Cocina,10,2019-09-30 20:32:11.622049,299.46,4.4, muy bueno!,Oscar mayer
79,Ferreteria,7,2020-03-16 08:04:20.944609,6.85,2.3, la calidad no es la esperada,Pavco
198,Cocina,1,2019-12-10 02:14:47.729486,335.95,1.9,el paquete llego en mal estado,Nescafe
37,Ferreteria,2,2019-10-11 05:20:52.607695,345.34,2.6, cumple las expectativas,Sika
401,Deporte,1,2019-03-26 00:08:33.576839,480.48,4.0, muy bueno!,Under Armour
108,Deporte,1,2019-04-28 17:44:30.737405,12.44,1.1,muy malo,Under Armour
464,Hogar,3,2020-08-01 22:07:07.663544,370.28,4.2,justo lo que esperaba,Vileda
417,Hogar,3,2020-05-07 21:11:26.517374,273.7,2.3,no llego en tiempo,Colgate - palmolive
342,Libros,7,2019-10-12 12:56:05.613389,160.76,1.3,muy malo,Ediciones Tomodomo
82,Electronica,6,2019-12-22 06:25:54.877138,427.82,4.1,justo lo que esperaba,Apple
390,Baño,10,2019-12-16 18:12:33.961462,209.11,0.9,no cumple las expectativas,KH7
174,Cocina,8,2020-08-29 09:08:53.866063,40.41,0.4,no cumple las expectativas,Bimbo
151,Zapatos,4,2020-02-29 00:45:46.453347,108.78,1.7,no llego en tiempo,Crocs
171,Zapatos,10,2019-07-16 07:25:05.654468,235.87,1.0,no cumple las expectativas,New balance
230,Ferreteria,6,2019-06-18 04:02:56.088827,33.6,3.5,llego justo a tiempo,Pavco
345,Ropa,11,2020-10-07 05:58:33.268422,242.5,3.9,justo lo que esperaba,Hollister
212,Accesorios,6,2019-02-01 19:36:09.539342,165.95,4.1,buena relacion calidad-precio, Michael Kors
13,Cocina,1,2020-05-17 12:08:21.599435,49.43,1.9, la calidad no es la esperada,Oscar mayer
495,Baño,1,2019-10-25 01:35:44.946140,195.42,0.5,no cumple las expectativas,KH7
239,Ferreteria,7,2019-09-30 07:57:22.721808,240.26,4.0,buena relacion calidad-precio,Sika
16,Cocina,2,2020-01-19 00:15:35.612227,48.99,2.8,llego justo a tiempo,Oscar mayer
187,Electronica,6,2019-01-21 11:40:03.665522,101.8,2.4,no llego en tiempo,Sony
34,Libros,11,2019-10-16 02:39:49.858362,253.62,4.6,justo lo que esperaba,Valdemar
477,Accesorios,10,2019-07-22 09:26:45.252725,432.19,3.9,buena relacion calidad-precio,Ray-ban
239,Electronica,9,2020-06-02 18:45:22.501978,24.58,0.3,muy malo,Samsumg
56,Juguetes,7,2020-12-11 05:14:02.246806,34.49,4.0,justo lo que esperaba,Lego
144,Libros,6,2020-05-14 07:30:13.377160,93.43,0.7,no llego el producto,Valdemar
425,Hogar,6,2020-06-28 18:26:40.137429,451.0,3.6,buena relacion calidad-precio,Unilever
276,Accesorios,3,2020-07-02 11:14:13.958708,169.69,3.3,llego justo a tiempo,Ray-ban
154,Juguetes,11,2019-10-05 23:27:15.142069,84.6,4.4,justo lo que esperaba,Fisher-price
349,Juguetes,11,2020-06-08 20:01:07.165984,308.33,2.0,el paquete llego en mal estado,Playmobile
380,Accesorios,3,2020-05-05 15:43:15.166640,485.1,3.4,llego justo a tiempo,Polo
24,Electronica,5,2019-03-17 22:37:51.878220,114.48,4.1,buena relacion calidad-precio,General Electric
237,Electronica,4,2019-02-08 15:26:54.195368,303.42,1.9,el paquete llego en mal estado,Apple
346,Electronica,10,2020-01-27 02:09:57.852667,498.0,0.0,no cumple las expectativas,General Electric
33,Ferreteria,7,2019-06-02 11:38:45.741956,379.88,2.3,el paquete llego en mal estado,Pavco
229,Juguetes,10,2020-02-09 22:34:43.666194,60.09,2.7, cumple las expectativas,Lego
68,Ferreteria,8,2020-03-03 12:13:05.032412,57.04,2.2,no llego en tiempo,Sika
40,Deporte,7,2020-02-12 09:37:39.902834,142.24,4.6,justo lo que esperaba,Nike
434,Libros,8,2020-08-16 10:13:16.545260,364.2,1.9,el paquete llego en mal estado,Platena Comic
82,Ropa,3,2019-03-22 14:52:47.190163,109.92,2.6,me gusto,Roxy
394,Libros,5,2019-08-06 02:57:04.792162,262.6,0.6,no llego el producto,Platena Comic
468,Deporte,6,2020-04-22 12:15:44.052163,92.65,0.5,muy malo,Under Armour
371,Ropa,3,2019-09-22 15:57:14.507415,35.05,3.1,me gusto,Hollister
189,Ferreteria,2,2020-08-10 04:37:40.806299,492.08,1.7,no llego en tiempo,Sika
413,Zapatos,9,2020-12-25 07:34:11.099921,341.61,3.2,me gusto,Crocs
411,Deporte,9,2020-06-21 03:54:10.068906,398.98,2.4,el paquete llego en mal estado,Under Armour
128,Electronica,7,2020-10-13 10:29:53.285213,457.23,2.7,llego justo a tiempo,Sony
63,Libros,9,2019-02-25 23:59:08.464868,23.76,3.9, muy bueno!,Alianza Editorial
125,Ropa,11,2019-01-19 11:33:37.636856,114.88,2.2,el paquete llego en mal estado,Levis
60,Libros,2,2020-07-25 22:18:26.348418,319.15,2.5,no llego en tiempo,Valdemar
235,Baño,2,2019-12-23 14:04:55.199268,120.03,3.0,llego justo a tiempo,Don limpio
210,Ropa,11,2019-12-09 12:58:18.764366,387.77,0.2,no cumple las expectativas,Levis
162,Zapatos,7,2019-03-17 02:41:47.100153,189.19,0.6,no cumple las expectativas,Camper
53,Cocina,7,2019-12-31 04:01:45.725114,72.0,4.8,buena relacion calidad-precio,Bimbo
322,Deporte,5,2019-09-27 05:09:47.799416,186.25,2.4,el paquete llego en mal estado,Adidas
195,Ferreteria,4,2019-12-03 23:50:06.986780,25.44,1.5,muy malo,Sika
470,Deporte,3,2020-11-17 05:16:40.659744,382.62,2.8, cumple las expectativas,Nike
261,Cocina,5,2020-05-31 19:43:10.740827,44.17,3.3, cumple las expectativas,Oscar mayer
361,Zapatos,2,2019-10-31 02:48:20.212620,400.49,3.9, muy bueno!,Camper
208,Baño,11,2019-10-24 20:25:29.800297,436.51,4.7,buena relacion calidad-precio,Cristasol
146,Juguetes,7,2020-10-14 04:53:02.192892,301.75,2.7, cumple las expectativas,Lego
424,Hogar,3,2020-01-18 10:00:34.411220,252.76,3.4,me gusto,Colgate - palmolive
323,Libros,11,2020-01-11 21:24:50.991289,398.41,1.4,no llego el producto,Ediciones Tomodomo
444,Ropa,6,2020-10-29 19:43:36.568895,59.83,2.7,llego justo a tiempo,Hollister
396,Electronica,7,2020-04-08 12:52:50.453082,247.13,1.9,no llego en tiempo,General Electric
422,Cocina,7,2020-07-09 07:33:01.977477,49.87,4.2,justo lo que esperaba,Bimbo
432,Accesorios,3,2020-04-15 07:47:52.269772,414.67,4.4,justo lo que esperaba,Ray-ban
200,Juguetes,2,2020-01-31 23:47:29.982580,162.17,3.6,buena relacion calidad-precio,Chicco
125,Libros,4,2019-07-23 19:51:18.966394,42.18,4.7,justo lo que esperaba,Alianza Editorial
264,Deporte,5,2019-05-05 17:50:07.545311,235.97,0.7,no llego el producto,Nike
65,Electronica,4,2020-04-16 02:38:34.922151,129.6,4.6, muy bueno!,Apple
281,Deporte,7,2019-07-24 14:41:19.455373,209.88,3.5,llego justo a tiempo,Adidas
478,Cocina,11,2019-05-04 19:23:04.146367,79.17,3.5, cumple las expectativas,Oscar mayer
294,Zapatos,2,2020-03-01 19:14:11.109883,475.93,1.3,muy malo,Camper
490,Hogar,11,2020-10-09 00:24:20.629426,458.88,1.1,no cumple las expectativas,Vileda
485,Accesorios,8,2020-10-13 15:41:40.648647,12.8,2.2,el paquete llego en mal estado,Polo
397,Hogar,5,2020-12-15 01:24:28.898965,429.93,3.4,me gusto,Henkel
67,Ferreteria,7,2019-09-12 13:19:26.027251,133.69,3.0,llego justo a tiempo,Yale
303,Cocina,1,2020-07-29 12:53:15.719920,287.19,3.7,justo lo que esperaba,Bimbo
220,Libros,2,2020-08-03 17:27:52.920081,462.32,4.2,justo lo que esperaba,Alianza Editorial
19,Cocina,2,2019-03-17 03:24:19.580715,154.16,1.4,muy malo,Flora
270,Accesorios,10,2019-09-24 06:01:18.403604,474.48,3.3, cumple las expectativas,Polo
424,Baño,2,2020-10-26 06:34:47.572888,155.4,3.7,justo lo que esperaba,Cristasol
95,Ferreteria,7,2019-04-03 09:15:41.903000,143.32,4.3,justo lo que esperaba,Sika
374,Ferreteria,7,2020-08-15 06:31:15.532928,227.43,0.6,no cumple las expectativas,Yale
74,Ropa,11,2019-11-11 09:58:31.845459,43.63,3.8,justo lo que esperaba,Levis
267,Hogar,10,2019-12-09 15:31:05.537463,144.78,0.6,no cumple las expectativas,Colgate - palmolive
114,Deporte,2,2019-03-05 14:20:26.183242,39.78,0.7,no llego el producto,Under Armour
24,Accesorios,5,2020-01-18 08:08:42.705366,58.73,2.2,el paquete llego en mal estado, Michael Kors
342,Juguetes,7,2019-03-16 21:21:07.587216,446.79,4.2, muy bueno!,Playmobile
215,Deporte,5,2019-06-28 19:34:08.383621,11.36,1.3,muy malo,Nike
375,Ropa,11,2020-05-04 05:39:11.985208,224.97,2.0,el paquete llego en mal estado,Lacoste
487,Deporte,9,2019-07-13 23:50:49.415267,36.88,3.8,justo lo que esperaba,Under Armour
356,Deporte,1,2020-12-08 01:16:50.705067,106.16,3.5, cumple las expectativas,Adidas
51,Electronica,7,2019-11-18 13:43:52.585421,138.82,2.2, la calidad no es la esperada,Sony
359,Libros,11,2019-03-31 07:06:13.710988,291.02,4.7,buena relacion calidad-precio,Alianza Editorial
259,Electronica,2,2020-05-18 10:02:49.253991,228.12,2.0, la calidad no es la esperada,Samsumg
330,Ropa,3,2019-10-24 15:03:34.094542,240.93,1.9, la calidad no es la esperada,Hollister
254,Zapatos,10,2019-06-05 17:42:55.456944,329.62,4.1,buena relacion calidad-precio,Crocs
94,Juguetes,6,2019-04-06 19:09:48.350509,134.76,3.1,me gusto,Fisher-price
3,Ferreteria,4,2020-12-30 13:04:46.172788,498.14,1.8, la calidad no es la esperada,3M
87,Baño,5,2019-09-07 07:57:20.806282,50.12,1.0,no cumple las expectativas,KH7
66,Libros,10,2020-05-31 13:48:59.485564,438.87,3.0, cumple las expectativas,Ediciones Tomodomo
50,Electronica,10,2020-03-15 10:27:03.702960,84.72,1.2,no llego el producto,Sony
248,Deporte,2,2020-01-21 00:52:18.559885,482.17,2.0,no llego en tiempo,Nike
290,Libros,6,2020-02-17 12:29:06.378682,307.41,3.1, cumple las expectativas,Valdemar
250,Ferreteria,7,2020-03-29 19:59:03.167566,414.88,3.6,justo lo que esperaba,Yale
41,Juguetes,2,2019-10-22 17:37:49.087206,185.91,3.4,me gusto,Lego
136,Deporte,7,2019-10-30 20:33:08.024137,399.54,0.1,no llego el producto,Asics
192,Baño,11,2019-09-07 14:11:25.750236,373.17,3.7,justo lo que esperaba,KH7
134,Ferreteria,5,2020-11-12 02:49:26.498229,323.19,1.1,no llego el producto,3M
300,Zapatos,4,2020-04-13 09:10:25.916310,145.92,2.5,el paquete llego en mal estado,Skechers
358,Hogar,8,2019-08-11 03:24:58.635315,168.13,1.8,no llego en tiempo,Colgate - palmolive
85,Juguetes,4,2020-05-22 16:09:00.576600,268.6,0.7,no llego el producto,Lego
345,Ferreteria,7,2019-05-04 19:48:30.637545,6.41,3.7,buena relacion calidad-precio,3M
314,Hogar,7,2020-08-15 11:28:03.885928,344.56,2.1,no llego en tiempo,Colgate - palmolive
67,Cocina,8,2019-12-23 07:26:16.275594,271.53,1.1,no cumple las expectativas,Nescafe
446,Baño,6,2020-06-11 08:59:33.725361,110.13,0.6,no llego el producto,Cif
388,Juguetes,3,2020-05-17 07:38:48.079003,119.73,4.3,justo lo que esperaba,Lego
92,Zapatos,3,2020-09-11 21:36:09.993445,117.32,3.6, muy bueno!,Camper
270,Ropa,8,2020-03-11 14:56:34.618951,139.42,1.7,el paquete llego en mal estado,Lacoste
437,Juguetes,11,2019-01-12 22:00:28.694269,343.29,3.0, cumple las expectativas,Playmobile
3,Zapatos,8,2020-02-10 00:05:23.562202,484.97,2.2, la calidad no es la esperada,Camper
376,Accesorios,8,2019-09-08 21:05:24.048484,390.69,4.0,buena relacion calidad-precio,Polo
124,Cocina,6,2020-03-03 15:16:53.049844,186.42,4.3, muy bueno!,Bimbo
199,Accesorios,4,2020-08-17 06:16:45.868388,374.79,4.0, muy bueno!,Bimba y Lola
311,Hogar,1,2020-06-22 03:44:04.281158,385.6,0.8,no llego el producto,Vileda
94,Hogar,6,2019-06-22 20:01:57.163922,15.01,0.3,no llego el producto,Henkel
426,Hogar,2,2020-09-14 08:47:18.822295,221.19,3.2, cumple las expectativas,Henkel
488,Accesorios,3,2019-05-26 20:26:04.053628,377.45,2.8,llego justo a tiempo,Polo
500,Accesorios,9,2019-08-22 11:50:00.925128,166.02,1.7,el paquete llego en mal estado,Ray-ban
45,Libros,10,2020-03-28 14:54:05.892957,388.13,3.3,me gusto,Ediciones Tomodomo
446,Baño,1,2019-05-25 03:12:48.352443,56.19,4.9, muy bueno!,Don limpio
157,Baño,6,2019-03-21 22:38:44.321879,144.87,2.2,el paquete llego en mal estado,KH7
56,Baño,5,2020-01-11 00:17:00.092497,497.51,3.6, muy bueno!,KH7
39,Baño,10,2019-05-18 01:09:22.774333,214.31,3.5,llego justo a tiempo,Cristasol
91,Accesorios,1,2019-07-29 11:16:25.975361,87.3,0.8,no cumple las expectativas,Polo
157,Juguetes,7,2020-04-15 10:07:17.221810,395.14,4.6,buena relacion calidad-precio,Lego
189,Juguetes,10,2020-03-07 23:38:08.051336,326.54,4.1, muy bueno!,Lego
8,Ferreteria,8,2020-05-18 09:16:29.356667,140.66,0.6,no llego el producto,Yale
377,Deporte,4,2019-09-15 14:58:47.172162,485.41,0.1,no cumple las expectativas,Under Armour
293,Baño,9,2020-07-22 07:52:03.582782,431.91,0.5,muy malo,Don limpio
279,Zapatos,8,2020-06-02 19:03:47.959594,349.49,4.9,buena relacion calidad-precio,New balance
235,Juguetes,3,2020-12-21 02:54:40.668766,444.35,4.7,buena relacion calidad-precio,Fisher-price
450,Juguetes,3,2020-02-29 02:31:34.335646,57.92,0.6,muy malo,Fisher-price
490,Deporte,3,2019-12-02 18:24:19.592228,215.42,5.0,buena relacion calidad-precio,Nike
58,Ropa,8,2020-12-29 20:27:25.896157,334.82,4.4, muy bueno!,Roxy
165,Zapatos,5,2020-01-19 20:16:34.630880,378.9,3.0,llego justo a tiempo,Camper
255,Electronica,4,2019-01-07 19:13:11.373363,414.53,4.7, muy bueno!,Sony
26,Electronica,11,2019-04-23 00:10:28.352328,245.05,0.2,no llego el producto,Sony
236,Accesorios,11,2020-08-10 02:07:15.138438,485.35,1.3,muy malo,Polo
184,Ropa,8,2020-12-29 22:42:08.759060,413.69,4.6,justo lo que esperaba,Roxy
461,Cocina,5,2019-04-11 06:46:28.054667,78.04,0.6,muy malo,Flora
306,Cocina,3,2019-10-01 05:02:56.431857,67.25,3.6, muy bueno!,Bimbo
400,Cocina,5,2019-01-30 04:28:51.597316,339.04,4.9, muy bueno!,Flora
400,Baño,2,2019-03-18 09:20:01.995146,442.48,1.5,no cumple las expectativas,KH7
320,Zapatos,9,2020-05-02 01:13:29.131238,177.82,3.6, muy bueno!,New balance
473,Deporte,11,2019-10-04 01:39:40.693794,454.98,1.0,muy malo,Under Armour
9,Baño,7,2020-06-10 03:35:55.838726,96.37,1.9,el paquete llego en mal estado,Cristasol
152,Libros,10,2019-11-11 00:40:13.856620,432.82,3.9,justo lo que esperaba,Platena Comic
296,Deporte,6,2020-03-01 14:33:05.106423,496.19,4.1,justo lo que esperaba,Under Armour
159,Zapatos,5,2020-12-06 13:14:08.285669,465.92,1.9, la calidad no es la esperada,Skechers
182,Ferreteria,7,2019-05-30 07:15:42.601420,206.44,2.8,llego justo a tiempo,Yale
499,Juguetes,3,2020-11-23 17:30:14.476060,128.8,0.7,no llego el producto,Chicco
81,Electronica,10,2019-03-06 10:13:28.589412,256.53,0.5,no cumple las expectativas,General Electric
62,Libros,7,2020-12-29 00:51:29.644228,68.28,2.7,me gusto,Platena Comic
397,Accesorios,8,2020-12-13 09:54:04.804124,240.1,3.0,llego justo a tiempo,Ray-ban
266,Ferreteria,7,2019-01-08 04:08:01.527261,416.53,3.8,buena relacion calidad-precio,Yale
200,Cocina,2,2020-12-01 09:46:51.250207,46.65,4.1, muy bueno!,Nescafe
270,Electronica,6,2020-09-01 21:46:52.444214,189.34,0.4,muy malo,Samsumg
438,Electronica,6,2020-11-21 15:34:33.890095,378.45,1.5,muy malo,Apple
494,Electronica,10,2019-04-21 13:44:18.712400,269.35,1.9,no llego en tiempo,Samsumg
111,Zapatos,10,2020-03-29 11:52:57.637315,397.58,4.3,buena relacion calidad-precio,Camper
155,Libros,9,2019-05-04 05:51:37.970694,41.22,1.0,no llego el producto,Platena Comic
350,Cocina,4,2019-11-16 17:00:06.296000,287.44,1.5,no llego el producto,Flora
264,Electronica,7,2020-12-18 20:46:48.525586,426.95,4.0,buena relacion calidad-precio,Sony
96,Hogar,7,2019-03-18 15:35:30.902482,33.27,0.2,muy malo,Vileda
103,Zapatos,3,2020-05-28 16:42:28.374002,450.24,2.9,llego justo a tiempo,Camper
114,Baño,2,2019-01-18 14:30:56.964949,270.26,2.7,llego justo a tiempo,Cif
406,Accesorios,10,2020-04-16 11:41:12.006837,137.18,4.5, muy bueno!,Bimba y Lola
37,Ferreteria,10,2019-03-17 22:35:17.677650,355.88,0.1,no llego el producto,Yale
25,Ferreteria,7,2019-08-08 15:25:27.116978,368.07,3.2, cumple las expectativas,Sika
4,Ferreteria,3,2020-12-24 13:02:27.854232,271.23,5.0, muy bueno!,3M
350,Cocina,11,2019-05-08 04:41:26.113153,245.63,3.3,llego justo a tiempo,Oscar mayer
148,Ropa,6,2019-10-09 20:57:19.617201,477.15,4.5, muy bueno!,Hollister
308,Juguetes,5,2019-04-24 11:40:54.758903,488.68,4.6,buena relacion calidad-precio,Fisher-price
493,Electronica,2,2019-12-10 10:27:30.689751,365.09,2.1, la calidad no es la esperada,Samsumg
498,Ferreteria,6,2020-05-21 15:26:17.231360,57.95,4.3, muy bueno!,Sika
269,Baño,11,2020-09-13 22:38:09.716743,185.17,4.0,justo lo que esperaba,Cif
494,Deporte,9,2019-06-25 08:09:27.057283,295.49,1.9, la calidad no es la esperada,Adidas
490,Ferreteria,11,2019-05-04 08:40:14.557952,450.79,0.1,no llego el producto,Pavco
36,Zapatos,11,2019-02-16 00:53:06.360137,263.3,2.0,el paquete llego en mal estado,Skechers
201,Ropa,11,2020-05-15 22:26:36.433922,53.14,1.9,no llego en tiempo,Lacoste
212,Deporte,9,2019-09-24 15:35:35.651496,177.96,4.3,justo lo que esperaba,Nike
361,Zapatos,11,2019-03-08 01:40:20.494823,389.51,3.8,buena relacion calidad-precio,Crocs
232,Zapatos,5,2020-04-13 20:53:30.182996,162.92,4.9,justo lo que esperaba,New balance
296,Zapatos,11,2019-01-30 04:01:41.941842,132.44,2.1, la calidad no es la esperada,New balance
383,Electronica,5,2019-06-12 15:18:48.404460,114.0,4.3,justo lo que esperaba,Apple
431,Baño,10,2019-07-22 04:39:34.149796,228.33,4.3, muy bueno!,Don limpio
472,Cocina,10,2020-08-08 05:44:53.797016,446.47,1.3,no llego el producto,Flora
445,Accesorios,8,2020-03-17 01:29:39.321865,467.89,1.0,muy malo,Ray-ban
415,Zapatos,5,2020-06-04 15:24:15.342223,60.87,3.8,justo lo que esperaba,New balance
55,Zapatos,1,2019-12-24 04:04:15.973182,187.69,3.9,buena relacion calidad-precio,New balance
318,Baño,8,2020-11-16 20:52:30.757269,138.89,2.4,el paquete llego en mal estado,Don limpio
370,Ferreteria,2,2020-02-14 09:33:37.637201,103.69,3.5, cumple las expectativas,3M
186,Ferreteria,1,2019-09-12 05:07:06.964738,229.02,3.1,me gusto,Sika
490,Deporte,7,2020-12-06 09:28:02.674843,150.37,3.7,buena relacion calidad-precio,Adidas
220,Accesorios,8,2019-09-04 00:02:03.316955,109.14,1.9,no llego en tiempo,Ray-ban
54,Zapatos,11,2019-02-03 16:19:34.173329,61.74,3.1, cumple las expectativas,Skechers
319,Deporte,10,2019-12-12 19:29:34.129721,173.53,1.7, la calidad no es la esperada,Under Armour
122,Zapatos,4,2020-11-27 14:32:26.205854,166.77,2.9,me gusto,Skechers
496,Cocina,10,2020-09-09 05:35:54.234533,354.47,2.9,me gusto,Flora
64,Zapatos,11,2020-01-11 22:50:43.210729,181.89,4.4, muy bueno!,Crocs
175,Ropa,4,2020-01-03 16:36:44.197287,38.0,0.4,no cumple las expectativas,Lacoste
458,Zapatos,9,2020-03-19 00:42:10.087326,86.88,1.1,muy malo,Crocs
391,Ropa,7,2020-08-29 23:48:56.315327,86.99,0.2,no llego el producto,Levis
230,Accesorios,6,2020-06-08 07:28:22.692063,310.33,4.4,justo lo que esperaba,Ray-ban
136,Electronica,10,2019-05-26 16:02:22.212073,446.82,0.8,muy malo,General Electric
294,Zapatos,9,2020-05-09 02:52:33.371713,126.17,4.5,buena relacion calidad-precio,Camper
485,Ropa,3,2020-04-16 12:46:24.244234,338.74,1.1,no llego el producto,Roxy
64,Libros,6,2019-03-15 10:55:22.324564,426.68,4.5,justo lo que esperaba,Ediciones Tomodomo
463,Cocina,9,2019-08-28 23:55:17.801850,47.75,3.5,llego justo a tiempo,Flora
425,Juguetes,3,2019-01-05 22:26:29.807528,460.08,0.3,muy malo,Fisher-price
328,Juguetes,11,2019-04-03 09:22:42.918530,21.2,3.1,me gusto,Lego
147,Ferreteria,11,2020-11-12 14:13:22.086571,458.8,0.0,no llego el producto,3M
381,Ferreteria,5,2019-01-11 10:41:44.870152,89.63,3.1,llego justo a tiempo,3M
193,Baño,2,2019-08-27 18:47:56.088494,319.06,0.8,no llego el producto,Don limpio
406,Ropa,6,2019-04-08 05:04:47.162540,394.36,2.4, la calidad no es la esperada,Roxy
118,Cocina,11,2019-09-30 18:33:51.377884,92.59,2.1,no llego en tiempo,Oscar mayer
324,Juguetes,4,2020-04-09 21:20:43.090647,333.2,4.0,justo lo que esperaba,Fisher-price
143,Juguetes,9,2020-08-29 14:46:24.556255,437.75,0.8,no llego el producto,Chicco
390,Cocina,4,2019-12-19 09:20:50.158012,303.24,2.4,no llego en tiempo,Bimbo
488,Libros,4,2020-04-22 10:24:46.730747,381.38,1.6,no llego en tiempo,Platena Comic
19,Ferreteria,8,2020-05-09 09:33:55.434350,253.29,2.5,el paquete llego en mal estado,3M
254,Hogar,6,2020-12-19 07:58:28.969830,341.53,1.3,no llego el producto,Henkel
467,Electronica,4,2019-10-04 18:40:30.892218,460.71,2.2, la calidad no es la esperada,General Electric
287,Libros,3,2019-08-16 22:23:50.346881,244.42,3.0,me gusto,Alianza Editorial
53,Ferreteria,11,2019-10-04 00:02:59.497759,282.34,2.9, cumple las expectativas,Yale
347,Zapatos,9,2019-04-19 12:52:56.220054,290.23,0.7,no cumple las expectativas,New balance
324,Zapatos,9,2019-09-25 06:15:12.846537,98.14,1.3,no llego el producto,New balance
125,Deporte,4,2020-01-09 17:40:04.742138,329.07,4.5,buena relacion calidad-precio,Under Armour
10,Juguetes,11,2019-08-05 17:53:19.478201,357.09,2.1, la calidad no es la esperada,Chicco
26,Deporte,8,2020-07-20 03:56:32.797462,497.34,0.7,muy malo,Nike
24,Deporte,3,2020-08-24 18:29:41.546831,320.98,2.6,me gusto,Under Armour
41,Accesorios,2,2020-08-03 12:09:09.386742,237.43,2.3,no llego en tiempo, Michael Kors
114,Ropa,2,2020-03-28 21:03:03.565762,263.97,3.8,buena relacion calidad-precio,Roxy
319,Electronica,8,2020-03-10 09:39:25.163792,254.22,1.0,muy malo,Samsumg
127,Baño,3,2019-09-04 02:50:18.868809,449.88,3.7,justo lo que esperaba,KH7
446,Ferreteria,4,2019-05-05 00:50:30.173755,33.54,1.7, la calidad no es la esperada,Yale
334,Hogar,10,2019-12-20 10:34:47.217388,401.68,4.3,buena relacion calidad-precio,Henkel
239,Baño,8,2020-08-05 13:27:06.835535,203.54,1.8,el paquete llego en mal estado,Cif
251,Ferreteria,10,2019-06-11 12:55:04.272768,184.92,4.1,buena relacion calidad-precio,Sika
185,Ropa,4,2020-12-12 15:15:30.013981,68.68,0.6,muy malo,Hollister
256,Baño,2,2020-03-31 19:08:19.636829,80.44,1.4,muy malo,Don limpio
476,Libros,4,2019-02-15 05:57:32.333945,323.91,2.6, cumple las expectativas,Platena Comic
62,Cocina,10,2020-08-25 13:48:55.054190,76.16,3.8,buena relacion calidad-precio,Oscar mayer
247,Libros,3,2020-06-25 06:49:21.327470,277.4,1.0,no llego el producto,Ediciones Tomodomo
448,Libros,7,2019-03-17 05:19:20.606240,338.55,2.4,no llego en tiempo,Platena Comic
139,Hogar,2,2019-11-29 13:43:50.140023,103.09,4.2,justo lo que esperaba,Henkel
22,Libros,11,2020-01-29 00:51:57.230729,202.73,0.9,no llego el producto,Valdemar
483,Electronica,9,2020-06-08 10:52:26.775461,87.12,2.4,no llego en tiempo,Apple
77,Juguetes,7,2019-03-03 22:51:33.765732,447.41,3.6, muy bueno!,Lego
286,Electronica,11,2019-07-08 02:03:31.480082,263.41,1.8,no llego en tiempo,Apple
311,Baño,10,2019-09-24 09:50:25.337391,242.46,0.7,no cumple las expectativas,Don limpio
413,Ropa,1,2020-06-08 09:25:28.239207,355.04,1.1,no llego el producto,Roxy
177,Deporte,7,2019-11-15 21:04:38.445970,388.56,2.6,me gusto,Asics
113,Juguetes,9,2019-01-13 09:45:32.769745,264.31,3.3, cumple las expectativas,Chicco
169,Accesorios,8,2019-08-05 00:50:16.724984,376.71,2.4,el paquete llego en mal estado,Ray-ban
211,Juguetes,3,2020-01-01 09:30:50.814434,229.14,1.2,muy malo,Playmobile
95,Ropa,8,2019-12-22 13:57:15.359068,29.63,0.4,no llego el producto,Hollister
339,Deporte,7,2020-04-22 09:30:16.582332,265.04,1.1,no cumple las expectativas,Nike
298,Juguetes,9,2019-11-05 03:27:36.221612,414.43,0.9,no llego el producto,Chicco
151,Ferreteria,3,2019-05-16 09:26:43.029623,384.48,1.7,el paquete llego en mal estado,3M
313,Electronica,9,2019-07-28 03:22:50.772760,121.94,3.3,me gusto,Samsumg
257,Zapatos,6,2020-05-16 01:52:52.097320,172.1,3.2,me gusto,Skechers
21,Hogar,4,2020-06-18 06:55:41.646720,70.46,2.5,no llego en tiempo,Henkel
449,Hogar,8,2019-02-21 20:23:57.510250,377.57,4.8,buena relacion calidad-precio,Unilever
419,Ropa,10,2019-09-05 23:30:29.090925,84.32,4.9,buena relacion calidad-precio,Lacoste
47,Juguetes,5,2019-11-15 23:14:25.337648,497.92,3.3,me gusto,Playmobile
216,Libros,9,2019-11-18 08:04:16.684095,349.2,0.8,no llego el producto,Platena Comic
451,Baño,4,2020-10-29 20:34:32.692677,296.93,2.2,el paquete llego en mal estado,Cristasol
294,Ropa,6,2020-11-27 18:58:37.510314,407.92,4.4,buena relacion calidad-precio,Lacoste
372,Hogar,5,2020-04-23 10:36:39.322030,496.46,4.0,buena relacion calidad-precio,Henkel
381,Cocina,4,2020-04-05 13:06:38.185492,83.93,4.6, muy bueno!,Nescafe
143,Accesorios,6,2019-07-10 12:34:39.429930,163.52,4.1,buena relacion calidad-precio, Michael Kors
190,Juguetes,1,2019-07-16 04:21:55.638486,268.07,5.0,justo lo que esperaba,Fisher-price
88,Zapatos,11,2019-12-02 20:01:19.570842,34.83,1.4,muy malo,Camper
402,Electronica,4,2020-12-03 13:09:47.600930,187.54,0.9,no cumple las expectativas,General Electric
92,Electronica,5,2019-11-12 05:00:52.636104,423.92,1.7,no llego en tiempo,General Electric
318,Zapatos,5,2020-07-05 18:55:28.062297,32.94,0.9,no cumple las expectativas,Skechers
