Usuario,Categorias,Numero_articulos,Fecha,Precio,Valoracion,Comentarios,Proveedores,Ciudad
361,Cocina,9,Verano,16.25,0.0,no llego el producto,Flora,Vigo
361,Cocina,1,Otoño,327.84,0.7,muy malo,Oscar mayer,Vigo
361,Hogar,1,Verano,483.82,2.2, la calidad no es la esperada,Henkel,Vigo
361,Deporte,7,Primavera,120.49,3.2,llego justo a tiempo,Adidas,Vigo
361,Ferreteria,5,Verano,492.99,4.2, muy bueno!,Sika,Vigo
361,Electronica,2,Verano,125.39,1.0,no cumple las expectativas,Apple,Vigo
361,Juguetes,11,Otoño,484.05,0.0,muy malo,Playmobile,Vigo
361,Libros,7,Primavera,472.79,2.0, la calidad no es la esperada,Ediciones Tomodomo,Vigo
361,Electronica,6,Primavera,433.51,2.5, la calidad no es la esperada,Samsumg,Vigo
361,Cocina,10,Primavera,351.32,4.4,justo lo que esperaba,Flora,Vigo
361,Baño,1,Otoño,398.1,3.0,me gusto,Cif,Vigo
361,Hogar,1,Verano,284.16,3.3,me gusto,Colgate - palmolive,Vigo
361,Zapatos,2,Otoño,400.49,3.9, muy bueno!,Camper,Vigo
361,Zapatos,11,Primavera,389.51,3.8,buena relacion calidad-precio,Crocs,Vigo
361,Deporte,10,Primavera,17.66,2.4, la calidad no es la esperada,Under Armour,Vigo
361,Zapatos,9,Primavera,375.51,2.7, cumple las expectativas,Skechers,Vigo
361,Deporte,2,Primavera,231.85,4.2, muy bueno!,Nike,Vigo
361,Ferreteria,6,Primavera,94.99,4.2,buena relacion calidad-precio,Yale,Vigo
362,Accesorios,11,Primavera,261.75,1.6,el paquete llego en mal estado,Bimba y Lola,Madrid 
362,Hogar,11,Otoño,250.44,1.1,no llego el producto,Colgate - palmolive,Madrid 
362,Libros,6,Verano,144.51,2.7,llego justo a tiempo,Alianza Editorial,Madrid 
362,Deporte,6,Primavera,23.18,2.9,llego justo a tiempo,Adidas,Madrid 
362,Ferreteria,5,Primavera,66.19,1.8, la calidad no es la esperada,3M,Madrid 
362,Cocina,1,Primavera,215.95,0.5,muy malo,Bimbo,Madrid 
362,Libros,10,Primavera,62.85,4.3, muy bueno!,Ediciones Tomodomo,Madrid 
362,Deporte,9,Primavera,489.58,4.3,buena relacion calidad-precio,Asics,Madrid 
362,Libros,3,Primavera,492.34,0.5,no llego el producto,Valdemar,Madrid 
362,Electronica,1,Verano,394.8,1.7, la calidad no es la esperada,Samsumg,Madrid 
362,Juguetes,11,Otoño,133.56,2.3,no llego en tiempo,Lego,Madrid 
362,Accesorios,6,Primavera,111.72,2.7,me gusto,Ray-ban,Madrid 
362,Ferreteria,9,Verano,243.01,4.2,buena relacion calidad-precio,Sika,Madrid 
362,Juguetes,2,Primavera,205.76,4.3,buena relacion calidad-precio,Chicco,Madrid 
362,Libros,2,Verano,442.5,3.3,me gusto,Ediciones Tomodomo,Madrid 
362,Ropa,9,Primavera,74.58,1.7,no llego en tiempo,Lacoste,Madrid 
362,Juguetes,4,Primavera,140.57,1.5,muy malo,Fisher-price,Madrid 
362,Zapatos,11,Verano,30.02,4.1,justo lo que esperaba,Skechers,Madrid 
362,Zapatos,1,Otoño,146.88,2.9,me gusto,Camper,Madrid 
362,Juguetes,1,Primavera,381.45,0.8,no cumple las expectativas,Playmobile,Madrid 
362,Baño,1,Primavera,440.66,3.6,buena relacion calidad-precio,Cif,Madrid 
362,Cocina,8,Primavera,174.67,2.5,el paquete llego en mal estado,Oscar mayer,Madrid 
362,Juguetes,9,Primavera,45.93,2.6, cumple las expectativas,Chicco,Madrid 
363,Libros,10,Otoño,55.13,1.7, la calidad no es la esperada,Platena Comic,Sevilla
363,Hogar,9,Verano,290.73,4.3, muy bueno!,Colgate - palmolive,Sevilla
363,Baño,7,Otoño,280.85,2.9, cumple las expectativas,Cif,Sevilla
363,Juguetes,8,Verano,471.58,1.3,no cumple las expectativas,Fisher-price,Sevilla
363,Zapatos,9,Verano,358.61,0.7,no llego el producto,Skechers,Sevilla
363,Juguetes,5,Otoño,109.09,0.2,no cumple las expectativas,Lego,Sevilla
363,Hogar,3,Otoño,302.06,3.1,me gusto,Unilever,Sevilla
363,Deporte,5,Primavera,477.19,0.1,no llego el producto,Under Armour,Sevilla
363,Libros,6,Otoño,96.14,1.3,no cumple las expectativas,Alianza Editorial,Sevilla
363,Electronica,8,Primavera,231.26,2.5,no llego en tiempo,General Electric,Sevilla
363,Baño,5,Primavera,476.94,3.4, cumple las expectativas,Cif,Sevilla
363,Electronica,9,Verano,205.05,3.6, muy bueno!,Samsumg,Sevilla
363,Electronica,1,Verano,171.54,1.1,muy malo,Samsumg,Sevilla
363,Ferreteria,2,Primavera,230.31,0.1,no cumple las expectativas,Sika,Sevilla
363,Accesorios,8,Otoño,496.72,4.3, muy bueno!,Polo,Sevilla
363,Juguetes,6,Primavera,321.91,3.7,justo lo que esperaba,Lego,Sevilla
363,Zapatos,3,Primavera,361.52,0.7,no llego el producto,New balance,Sevilla
363,Libros,11,Verano,464.35,1.0,no llego el producto,Platena Comic,Sevilla
363,Ropa,6,Primavera,323.66,1.8,no llego en tiempo,Levis,Sevilla
363,Libros,5,Otoño,361.57,3.0,llego justo a tiempo,Platena Comic,Sevilla
364,Libros,2,Verano,304.1,4.0,justo lo que esperaba,Valdemar,Gijón
364,Accesorios,3,Verano,165.84,2.8,llego justo a tiempo,Polo,Gijón
364,Libros,5,Primavera,318.67,2.8,me gusto,Valdemar,Gijón
364,Juguetes,2,Verano,110.22,4.6,buena relacion calidad-precio,Chicco,Gijón
364,Cocina,1,Primavera,198.74,0.4,no llego el producto,Nescafe,Gijón
364,Cocina,9,Primavera,353.23,4.5, muy bueno!,Nescafe,Gijón
364,Ferreteria,9,Otoño,269.99,1.8, la calidad no es la esperada,Pavco,Gijón
364,Ropa,3,Verano,206.96,1.5,no cumple las expectativas,Lacoste,Gijón
364,Baño,10,Primavera,285.78,1.1,no llego el producto,Cif,Gijón
364,Accesorios,4,Otoño,175.05,0.2,muy malo,Ray-ban,Gijón
364,Hogar,7,Primavera,39.12,3.4, cumple las expectativas,Vileda,Gijón
365,Baño,10,Verano,229.5,3.2, cumple las expectativas,Cristasol,Vigo
365,Accesorios,11,Verano,90.36,0.4,no llego el producto,Ray-ban,Vigo
365,Electronica,11,Primavera,59.06,1.5,no llego el producto,Apple,Vigo
365,Cocina,8,Otoño,296.51,3.5,me gusto,Oscar mayer,Vigo
365,Ropa,9,Verano,492.82,1.2,muy malo,Lacoste,Vigo
365,Ropa,7,Primavera,277.92,4.9,buena relacion calidad-precio,Levis,Vigo
365,Accesorios,5,Otoño,308.59,1.8, la calidad no es la esperada,Bimba y Lola,Vigo
365,Deporte,8,Verano,47.75,4.6,justo lo que esperaba,Under Armour,Vigo
365,Zapatos,4,Primavera,61.01,4.2,buena relacion calidad-precio,New balance,Vigo
365,Juguetes,7,Primavera,163.4,0.6,no cumple las expectativas,Fisher-price,Vigo
365,Accesorios,4,Verano,136.25,0.7,muy malo,Ray-ban,Vigo
365,Electronica,5,Verano,216.31,1.4,no llego el producto,General Electric,Vigo
365,Libros,4,Otoño,54.55,4.9,buena relacion calidad-precio,Platena Comic,Vigo
365,Ferreteria,7,Primavera,336.11,0.2,muy malo,3M,Vigo
365,Cocina,5,Primavera,239.68,3.5,me gusto,Flora,Vigo
365,Cocina,2,Otoño,65.86,1.6,no llego en tiempo,Oscar mayer,Vigo
365,Electronica,8,Verano,482.05,2.5, la calidad no es la esperada,General Electric,Vigo
366,Libros,4,Verano,351.99,2.7,llego justo a tiempo,Valdemar,Bilbao
366,Hogar,9,Verano,264.25,4.2,justo lo que esperaba,Vileda,Bilbao
366,Juguetes,5,Invierno,63.09,1.4,no llego el producto,Chicco,Bilbao
366,Juguetes,7,Primavera,50.38,0.2,no llego el producto,Chicco,Bilbao
366,Deporte,2,Verano,184.11,1.4,muy malo,Under Armour,Bilbao
366,Accesorios,9,Verano,444.44,4.4, muy bueno!,Bimba y Lola,Bilbao
366,Deporte,3,Primavera,87.63,4.5,buena relacion calidad-precio,Under Armour,Bilbao
366,Accesorios,2,Primavera,433.14,3.0,llego justo a tiempo, Michael Kors,Bilbao
366,Zapatos,5,Primavera,59.94,3.7,buena relacion calidad-precio,Camper,Bilbao
366,Cocina,1,Primavera,447.04,2.1, la calidad no es la esperada,Bimbo,Bilbao
366,Accesorios,4,Otoño,252.86,1.4,no llego el producto,Bimba y Lola,Bilbao
366,Ferreteria,3,Verano,289.91,0.2,no cumple las expectativas,3M,Bilbao
366,Accesorios,4,Primavera,396.93,4.0,justo lo que esperaba, Michael Kors,Bilbao
366,Juguetes,2,Verano,27.02,0.0,no cumple las expectativas,Chicco,Bilbao
366,Libros,3,Primavera,241.88,0.1,muy malo,Ediciones Tomodomo,Bilbao
366,Hogar,10,Verano,49.26,0.3,no llego el producto,Unilever,Bilbao
366,Baño,8,Primavera,211.39,2.3, la calidad no es la esperada,Don limpio,Bilbao
366,Ropa,9,Primavera,30.23,1.0,no llego el producto,Hollister,Bilbao
366,Ropa,11,Primavera,53.55,0.8,no llego el producto,Levis,Bilbao
366,Cocina,6,Verano,64.86,0.8,muy malo,Nescafe,Bilbao
367,Juguetes,6,Primavera,212.6,3.1,me gusto,Playmobile,Barcelona
367,Deporte,5,Otoño,454.95,1.7, la calidad no es la esperada,Asics,Barcelona
367,Hogar,9,Verano,447.35,0.8,muy malo,Henkel,Barcelona
367,Juguetes,7,Primavera,10.13,0.6,muy malo,Chicco,Barcelona
367,Ferreteria,8,Otoño,298.37,4.1,buena relacion calidad-precio,Pavco,Barcelona
367,Deporte,10,Verano,53.48,4.5, muy bueno!,Adidas,Barcelona
367,Baño,8,Primavera,336.11,4.4,justo lo que esperaba,Don limpio,Barcelona
367,Juguetes,7,Primavera,392.46,3.9, muy bueno!,Lego,Barcelona
367,Zapatos,1,Verano,286.57,2.2,el paquete llego en mal estado,New balance,Barcelona
367,Hogar,10,Otoño,354.58,0.1,muy malo,Unilever,Barcelona
367,Juguetes,9,Otoño,192.24,0.3,no llego el producto,Playmobile,Barcelona
367,Ropa,6,Primavera,58.62,4.7,buena relacion calidad-precio,Roxy,Barcelona
367,Accesorios,5,Primavera,378.01,1.7,el paquete llego en mal estado,Ray-ban,Barcelona
367,Baño,7,Otoño,101.94,0.3,muy malo,Cristasol,Barcelona
367,Zapatos,11,Primavera,106.39,4.5, muy bueno!,Skechers,Barcelona
367,Accesorios,8,Primavera,365.45,3.4, cumple las expectativas,Ray-ban,Barcelona
367,Libros,6,Verano,314.03,0.9,no cumple las expectativas,Ediciones Tomodomo,Barcelona
367,Juguetes,3,Otoño,16.41,2.9,llego justo a tiempo,Fisher-price,Barcelona
367,Hogar,11,Primavera,122.22,0.7,no llego el producto,Vileda,Barcelona
368,Ropa,2,Primavera,27.22,4.4,buena relacion calidad-precio,Lacoste,Gijón
368,Electronica,1,Otoño,350.85,4.5, muy bueno!,General Electric,Gijón
368,Electronica,9,Primavera,281.41,3.6, muy bueno!,Sony,Gijón
368,Hogar,3,Verano,70.08,0.9,muy malo,Henkel,Gijón
368,Libros,10,Primavera,79.86,4.1,justo lo que esperaba,Platena Comic,Gijón
368,Deporte,11,Otoño,187.81,2.8,llego justo a tiempo,Adidas,Gijón
368,Electronica,11,Otoño,243.46,1.2,muy malo,Sony,Gijón
368,Libros,11,Primavera,291.96,0.7,muy malo,Alianza Editorial,Gijón
368,Juguetes,5,Verano,457.1,2.1, la calidad no es la esperada,Playmobile,Gijón
368,Deporte,8,Primavera,176.44,3.1, cumple las expectativas,Asics,Gijón
368,Baño,11,Verano,204.41,3.8,buena relacion calidad-precio,Cif,Gijón
368,Accesorios,10,Primavera,244.71,2.2, la calidad no es la esperada,Ray-ban,Gijón
368,Baño,2,Otoño,65.13,4.8, muy bueno!,Cristasol,Gijón
368,Cocina,6,Verano,115.11,2.4, la calidad no es la esperada,Bimbo,Gijón
368,Libros,7,Verano,434.64,0.8,no llego el producto,Alianza Editorial,Gijón
368,Cocina,8,Verano,24.45,1.6,no llego en tiempo,Bimbo,Gijón
368,Libros,5,Otoño,298.48,3.2,llego justo a tiempo,Platena Comic,Gijón
368,Hogar,7,Verano,410.14,0.4,muy malo,Unilever,Gijón
369,Accesorios,10,Primavera,450.79,3.0, cumple las expectativas,Bimba y Lola,Valencia
369,Ferreteria,7,Primavera,239.4,2.4,no llego en tiempo,Pavco,Valencia
369,Hogar,6,Primavera,76.76,2.7,llego justo a tiempo,Henkel,Valencia
369,Deporte,10,Primavera,429.9,1.3,no cumple las expectativas,Adidas,Valencia
369,Zapatos,11,Primavera,322.44,1.4,muy malo,Crocs,Valencia
369,Baño,11,Otoño,182.11,3.9, muy bueno!,Cif,Valencia
369,Ropa,2,Primavera,68.79,3.1, cumple las expectativas,Hollister,Valencia
369,Accesorios,4,Verano,430.32,1.8,no llego en tiempo, Michael Kors,Valencia
369,Juguetes,10,Primavera,436.21,4.3,buena relacion calidad-precio,Lego,Valencia
369,Libros,3,Primavera,94.21,2.9,llego justo a tiempo,Alianza Editorial,Valencia
369,Accesorios,1,Otoño,378.81,2.6,llego justo a tiempo, Michael Kors,Valencia
369,Baño,1,Primavera,376.01,2.4,no llego en tiempo,Cristasol,Valencia
369,Ferreteria,7,Primavera,484.64,1.4,no cumple las expectativas,Sika,Valencia
369,Cocina,7,Verano,366.08,0.4,no llego el producto,Nescafe,Valencia
369,Libros,9,Primavera,476.75,2.4,el paquete llego en mal estado,Valdemar,Valencia
369,Accesorios,9,Verano,149.5,0.9,muy malo,Bimba y Lola,Valencia
369,Accesorios,8,Verano,133.89,4.0,justo lo que esperaba, Michael Kors,Valencia
369,Juguetes,11,Primavera,83.97,3.8, muy bueno!,Playmobile,Valencia
369,Electronica,1,Otoño,8.92,4.1,buena relacion calidad-precio,General Electric,Valencia
369,Electronica,8,Verano,69.85,1.7, la calidad no es la esperada,Sony,Valencia
369,Baño,4,Primavera,57.95,3.2,llego justo a tiempo,KH7,Valencia
369,Ropa,4,Primavera,30.81,3.3,llego justo a tiempo,Levis,Valencia
369,Zapatos,11,Primavera,21.67,3.5,llego justo a tiempo,New balance,Valencia
369,Libros,3,Verano,224.32,3.6,buena relacion calidad-precio,Platena Comic,Valencia
369,Ferreteria,6,Otoño,203.18,4.8,justo lo que esperaba,Sika,Valencia
370,Ropa,4,Otoño,332.92,3.6, muy bueno!,Hollister,Zaragoza
370,Libros,10,Otoño,315.08,0.9,no llego el producto,Alianza Editorial,Zaragoza
370,Electronica,2,Primavera,326.98,1.2,no llego el producto,Apple,Zaragoza
370,Deporte,3,Primavera,441.23,0.0,no cumple las expectativas,Nike,Zaragoza
370,Cocina,6,Verano,11.42,4.5,justo lo que esperaba,Flora,Zaragoza
370,Libros,10,Primavera,491.37,3.3,me gusto,Platena Comic,Zaragoza
370,Deporte,11,Primavera,393.43,2.8, cumple las expectativas,Asics,Zaragoza
370,Electronica,3,Primavera,217.21,3.1,llego justo a tiempo,Sony,Zaragoza
370,Juguetes,3,Otoño,341.6,3.4,llego justo a tiempo,Playmobile,Zaragoza
370,Juguetes,8,Otoño,468.39,4.1, muy bueno!,Playmobile,Zaragoza
370,Cocina,2,Verano,463.4,4.5, muy bueno!,Nescafe,Zaragoza
370,Hogar,11,Primavera,289.01,4.4,buena relacion calidad-precio,Vileda,Zaragoza
370,Deporte,11,Primavera,145.89,1.7,no llego en tiempo,Nike,Zaragoza
370,Ferreteria,11,Primavera,478.86,1.7,no llego en tiempo,3M,Zaragoza
370,Ferreteria,2,Primavera,103.69,3.5, cumple las expectativas,3M,Zaragoza
370,Zapatos,9,Otoño,406.35,0.5,muy malo,New balance,Zaragoza
370,Electronica,11,Primavera,169.69,1.1,muy malo,Sony,Zaragoza
371,Juguetes,6,Verano,441.88,2.6,llego justo a tiempo,Playmobile,Valencia
371,Ferreteria,1,Otoño,481.41,0.3,muy malo,3M,Valencia
371,Accesorios,7,Primavera,165.03,1.7,no llego en tiempo,Bimba y Lola,Valencia
371,Electronica,6,Primavera,424.45,0.6,muy malo,Sony,Valencia
371,Libros,9,Verano,80.67,4.8,justo lo que esperaba,Ediciones Tomodomo,Valencia
371,Libros,10,Verano,251.09,4.9,justo lo que esperaba,Ediciones Tomodomo,Valencia
371,Zapatos,1,Primavera,423.55,1.0,no cumple las expectativas,New balance,Valencia
371,Ferreteria,9,Primavera,124.31,2.8, cumple las expectativas,Sika,Valencia
371,Deporte,7,Verano,57.21,1.5,muy malo,Adidas,Valencia
371,Ferreteria,4,Primavera,478.12,0.5,no llego el producto,Yale,Valencia
371,Ferreteria,1,Otoño,469.13,1.0,no cumple las expectativas,Yale,Valencia
371,Electronica,3,Verano,428.26,1.0,muy malo,Apple,Valencia
371,Cocina,1,Verano,287.72,0.6,muy malo,Bimbo,Valencia
371,Libros,10,Verano,293.4,4.2, muy bueno!,Ediciones Tomodomo,Valencia
371,Deporte,11,Primavera,138.31,4.4,justo lo que esperaba,Nike,Valencia
371,Libros,5,Primavera,303.38,3.2,llego justo a tiempo,Ediciones Tomodomo,Valencia
371,Electronica,10,Primavera,65.14,4.3, muy bueno!,Sony,Valencia
371,Ropa,2,Otoño,278.39,4.8,justo lo que esperaba,Lacoste,Valencia
371,Hogar,11,Verano,223.29,4.1,buena relacion calidad-precio,Vileda,Valencia
371,Ropa,3,Verano,35.05,3.1,me gusto,Hollister,Valencia
371,Baño,10,Primavera,178.64,2.2,no llego en tiempo,Don limpio,Valencia
371,Deporte,5,Otoño,489.88,5.0,buena relacion calidad-precio,Under Armour,Valencia
371,Hogar,7,Primavera,363.33,2.5,no llego en tiempo,Colgate - palmolive,Valencia
372,Deporte,2,Primavera,36.78,2.4,el paquete llego en mal estado,Adidas,Valencia
372,Juguetes,1,Otoño,171.7,2.0,el paquete llego en mal estado,Fisher-price,Valencia
372,Zapatos,5,Verano,11.68,3.0,llego justo a tiempo,Skechers,Valencia
372,Libros,2,Otoño,433.3,0.1,no llego el producto,Valdemar,Valencia
372,Ropa,3,Primavera,425.02,2.3, la calidad no es la esperada,Levis,Valencia
372,Ropa,1,Primavera,210.68,4.0,buena relacion calidad-precio,Roxy,Valencia
372,Ropa,5,Primavera,277.47,0.6,no cumple las expectativas,Levis,Valencia
372,Ferreteria,3,Verano,99.83,2.4,el paquete llego en mal estado,3M,Valencia
372,Zapatos,2,Primavera,326.1,2.5,no llego en tiempo,New balance,Valencia
372,Cocina,4,Primavera,135.08,1.3,no cumple las expectativas,Nescafe,Valencia
372,Juguetes,3,Otoño,175.13,3.7, muy bueno!,Playmobile,Valencia
372,Hogar,9,Primavera,192.17,4.8,buena relacion calidad-precio,Henkel,Valencia
372,Deporte,8,Otoño,294.56,3.6,justo lo que esperaba,Under Armour,Valencia
372,Zapatos,2,Primavera,148.83,4.4,buena relacion calidad-precio,New balance,Valencia
372,Hogar,6,Primavera,470.88,3.2,me gusto,Unilever,Valencia
372,Cocina,11,Otoño,23.84,1.0,no cumple las expectativas,Nescafe,Valencia
372,Cocina,9,Primavera,47.51,3.6,justo lo que esperaba,Oscar mayer,Valencia
372,Hogar,5,Primavera,496.46,4.0,buena relacion calidad-precio,Henkel,Valencia
372,Juguetes,5,Otoño,85.56,0.2,no cumple las expectativas,Fisher-price,Valencia
372,Hogar,4,Primavera,223.73,2.8,llego justo a tiempo,Vileda,Valencia
372,Cocina,2,Primavera,21.41,2.9,llego justo a tiempo,Bimbo,Valencia
372,Baño,3,Primavera,113.72,4.0,justo lo que esperaba,Cristasol,Valencia
372,Electronica,1,Otoño,259.48,2.1, la calidad no es la esperada,General Electric,Valencia
372,Electronica,5,Primavera,124.78,3.8,buena relacion calidad-precio,General Electric,Valencia
372,Electronica,8,Otoño,96.49,2.2,el paquete llego en mal estado,General Electric,Valencia
372,Ropa,6,Verano,332.65,2.8,llego justo a tiempo,Roxy,Valencia
373,Ropa,9,Primavera,250.98,1.3,no llego el producto,Hollister,Murcia
373,Libros,10,Otoño,264.7,1.6,no llego en tiempo,Valdemar,Murcia
373,Cocina,8,Verano,97.03,3.0,me gusto,Flora,Murcia
373,Electronica,11,Verano,182.22,4.9, muy bueno!,Samsumg,Murcia
373,Ferreteria,7,Otoño,90.4,1.4,no cumple las expectativas,Pavco,Murcia
373,Hogar,9,Primavera,470.59,0.1,muy malo,Colgate - palmolive,Murcia
373,Zapatos,11,Otoño,62.18,4.0, muy bueno!,Camper,Murcia
373,Cocina,8,Otoño,185.36,4.2,justo lo que esperaba,Oscar mayer,Murcia
373,Zapatos,10,Primavera,191.05,2.6,llego justo a tiempo,Skechers,Murcia
373,Electronica,8,Verano,115.23,0.3,no cumple las expectativas,Apple,Murcia
373,Hogar,1,Verano,344.35,0.8,no llego el producto,Colgate - palmolive,Murcia
373,Ropa,1,Primavera,93.19,0.5,no llego el producto,Levis,Murcia
373,Juguetes,10,Primavera,351.73,3.5,me gusto,Chicco,Murcia
373,Deporte,3,Primavera,434.45,0.3,no cumple las expectativas,Adidas,Murcia
373,Ropa,5,Verano,98.27,4.9,justo lo que esperaba,Levis,Murcia
373,Libros,10,Primavera,417.0,2.6,me gusto,Alianza Editorial,Murcia
374,Electronica,5,Otoño,494.17,3.3, cumple las expectativas,Sony,Murcia
374,Cocina,5,Otoño,385.19,4.5, muy bueno!,Bimbo,Murcia
374,Ferreteria,2,Verano,206.55,3.0,llego justo a tiempo,Sika,Murcia
374,Electronica,10,Otoño,389.6,3.4,me gusto,Sony,Murcia
374,Electronica,4,Verano,355.99,0.8,no cumple las expectativas,Sony,Murcia
374,Cocina,7,Verano,244.4,1.9,el paquete llego en mal estado,Oscar mayer,Murcia
374,Hogar,10,Otoño,423.99,4.5,justo lo que esperaba,Colgate - palmolive,Murcia
374,Baño,11,Primavera,227.77,1.2,no llego el producto,Don limpio,Murcia
374,Zapatos,4,Verano,241.12,1.4,muy malo,Camper,Murcia
374,Hogar,7,Primavera,353.41,4.4,justo lo que esperaba,Unilever,Murcia
374,Deporte,6,Otoño,178.27,0.3,no cumple las expectativas,Nike,Murcia
374,Hogar,8,Primavera,189.98,2.2,no llego en tiempo,Vileda,Murcia
374,Baño,3,Primavera,376.47,3.4, cumple las expectativas,Don limpio,Murcia
374,Baño,9,Primavera,238.75,0.6,no llego el producto,Don limpio,Murcia
374,Electronica,9,Otoño,184.35,1.2,no llego el producto,General Electric,Murcia
374,Cocina,7,Verano,9.91,0.2,no cumple las expectativas,Nescafe,Murcia
374,Juguetes,1,Primavera,296.97,2.3,el paquete llego en mal estado,Playmobile,Murcia
374,Ferreteria,5,Primavera,132.25,3.2,llego justo a tiempo,Sika,Murcia
374,Ferreteria,7,Verano,227.43,0.6,no cumple las expectativas,Yale,Murcia
374,Juguetes,5,Otoño,433.29,0.3,no llego el producto,Fisher-price,Murcia
374,Baño,6,Verano,474.36,1.1,no llego el producto,Cristasol,Murcia
374,Baño,6,Primavera,299.07,1.2,no cumple las expectativas,Don limpio,Murcia
375,Deporte,4,Verano,61.35,0.6,muy malo,Under Armour,Bilbao
375,Ferreteria,3,Primavera,491.0,2.2, la calidad no es la esperada,3M,Bilbao
375,Juguetes,7,Primavera,233.04,4.9, muy bueno!,Playmobile,Bilbao
375,Deporte,11,Verano,405.26,1.8,no llego en tiempo,Under Armour,Bilbao
375,Ropa,9,Primavera,490.66,1.6, la calidad no es la esperada,Lacoste,Bilbao
375,Deporte,9,Primavera,141.79,4.5,justo lo que esperaba,Asics,Bilbao
375,Libros,4,Otoño,85.3,0.5,no llego el producto,Platena Comic,Bilbao
375,Baño,1,Primavera,131.13,0.9,no llego el producto,Cif,Bilbao
375,Electronica,6,Verano,418.0,3.4, cumple las expectativas,General Electric,Bilbao
375,Baño,5,Verano,199.07,3.6, muy bueno!,Don limpio,Bilbao
375,Zapatos,1,Primavera,397.2,1.6,no llego en tiempo,Camper,Bilbao
375,Ropa,6,Primavera,141.78,4.0,justo lo que esperaba,Lacoste,Bilbao
375,Deporte,3,Primavera,309.6,3.0, cumple las expectativas,Nike,Bilbao
375,Hogar,8,Verano,300.68,4.7,buena relacion calidad-precio,Colgate - palmolive,Bilbao
375,Juguetes,3,Verano,213.7,1.5,muy malo,Lego,Bilbao
375,Deporte,8,Otoño,290.05,2.4,no llego en tiempo,Asics,Bilbao
375,Cocina,3,Verano,195.01,0.2,no llego el producto,Nescafe,Bilbao
375,Baño,7,Primavera,370.85,0.2,muy malo,Cristasol,Bilbao
375,Hogar,2,Verano,465.29,3.6, muy bueno!,Henkel,Bilbao
375,Zapatos,11,Primavera,144.51,2.8,me gusto,Crocs,Bilbao
375,Baño,6,Primavera,450.14,4.3,buena relacion calidad-precio,Don limpio,Bilbao
375,Zapatos,6,Otoño,423.5,1.9,no llego en tiempo,New balance,Bilbao
375,Accesorios,2,Primavera,71.81,2.6,llego justo a tiempo,Bimba y Lola,Bilbao
375,Ropa,11,Primavera,224.97,2.0,el paquete llego en mal estado,Lacoste,Bilbao
375,Accesorios,6,Verano,409.99,1.7,no llego en tiempo,Ray-ban,Bilbao
375,Baño,5,Verano,406.19,0.8,no cumple las expectativas,Cristasol,Bilbao
376,Baño,1,Primavera,127.71,0.8,muy malo,Cif,Gijón
376,Baño,8,Otoño,286.38,1.1,no llego el producto,Cristasol,Gijón
376,Baño,1,Primavera,337.65,4.4,justo lo que esperaba,Don limpio,Gijón
376,Juguetes,11,Verano,497.27,1.5,muy malo,Chicco,Gijón
376,Ropa,3,Otoño,90.14,2.1, la calidad no es la esperada,Roxy,Gijón
376,Ropa,7,Primavera,467.83,3.8,justo lo que esperaba,Levis,Gijón
376,Juguetes,1,Primavera,148.01,1.0,no llego el producto,Fisher-price,Gijón
376,Accesorios,4,Primavera,29.41,3.1,me gusto, Michael Kors,Gijón
376,Zapatos,7,Otoño,446.98,1.0,no llego el producto,Camper,Gijón
376,Zapatos,2,Primavera,374.09,1.7,el paquete llego en mal estado,New balance,Gijón
376,Electronica,10,Verano,303.05,2.5,el paquete llego en mal estado,Apple,Gijón
376,Zapatos,11,Primavera,291.45,1.2,no cumple las expectativas,Camper,Gijón
376,Accesorios,1,Primavera,227.76,2.1, la calidad no es la esperada, Michael Kors,Gijón
376,Cocina,5,Primavera,188.42,0.8,no cumple las expectativas,Nescafe,Gijón
376,Ropa,7,Verano,496.3,2.8, cumple las expectativas,Levis,Gijón
376,Zapatos,3,Verano,367.41,1.6,no llego en tiempo,New balance,Gijón
376,Zapatos,11,Otoño,253.01,4.8, muy bueno!,Camper,Gijón
376,Accesorios,8,Otoño,46.84,1.7,no llego en tiempo,Ray-ban,Gijón
376,Libros,8,Primavera,252.18,3.1,me gusto,Platena Comic,Gijón
376,Cocina,11,Verano,492.26,4.5,buena relacion calidad-precio,Oscar mayer,Gijón
376,Ropa,6,Primavera,157.54,2.9,llego justo a tiempo,Lacoste,Gijón
376,Cocina,10,Primavera,84.87,0.6,no cumple las expectativas,Oscar mayer,Gijón
376,Accesorios,8,Verano,390.69,4.0,buena relacion calidad-precio,Polo,Gijón
376,Hogar,4,Verano,26.53,4.5, muy bueno!,Colgate - palmolive,Gijón
376,Deporte,7,Primavera,200.0,1.8,no llego en tiempo,Nike,Gijón
376,Electronica,3,Primavera,192.2,0.3,no cumple las expectativas,Samsumg,Gijón
376,Baño,9,Primavera,257.69,4.6, muy bueno!,Cif,Gijón
377,Libros,5,Verano,49.47,0.2,no llego el producto,Valdemar,Bilbao
377,Accesorios,6,Primavera,324.22,2.6,me gusto,Polo,Bilbao
377,Deporte,11,Primavera,234.95,3.6,justo lo que esperaba,Asics,Bilbao
377,Libros,5,Primavera,430.58,3.8, muy bueno!,Alianza Editorial,Bilbao
377,Libros,3,Primavera,145.55,1.4,muy malo,Platena Comic,Bilbao
377,Baño,7,Primavera,462.1,3.6,justo lo que esperaba,Cif,Bilbao
